,activation,batchsize,early_stopping_epochs,epoch,loss,loss_eps,lr,momentum,nepochs,nesterov,nfeatures,nhidden,nruns,ntest,optim,project_on_sphere,samplecomplexity,seed,startseed,symmetric_door_k,tau,test error,train error,train loss,weightdecay
4,quadratic,819,-1.0,54842,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.6,27,22,0.6744899999999999,2.0,0.00096872664289549,1.1936250757571546e-05,0.010274015367031096,0
5,quadratic,819,-1.0,55502,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.6,28,22,0.6744899999999999,2.0,0.000996351125650108,1.1991345672868194e-05,0.009664525277912615,0
6,quadratic,819,-1.0,65133,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.6,29,22,0.6744899999999999,2.0,0.0009937497088685632,7.913083663879661e-06,0.0066024388652294866,0
7,quadratic,819,-1.0,52714,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.6,30,22,0.6744899999999999,2.0,0.0009967018850147724,5.182943596082623e-06,0.004159520613029599,0
8,quadratic,819,-1.0,66039,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.6,31,22,0.6744899999999999,2.0,0.0009985058568418026,5.275402372717508e-06,0.004294484155252576,0
9,quadratic,819,-1.0,52703,mse,1e-08,0.01,0.9,10000,True,1024,1,10,100,p-sgd,True,1.6,32,22,0.6744899999999999,2.0,0.0009931212989613414,5.9728681662818425e-06,0.0049489615485072145,0
0,quadratic,512,,4072,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,33,32,0.6744899999999999,1.0,0.0009721615351736547,0.00011129532686027231,0.056980265770107515,0
1,quadratic,512,,1250,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,34,32,0.6744899999999999,1.0,0.0009520804742351174,7.480875319743063e-05,0.03805078100413084,0
2,quadratic,512,,1976,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,35,32,0.6744899999999999,1.0,5.071415424346924,0.3817343078553677,188.4126262664795,0
3,quadratic,512,,2142,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,36,32,0.6744899999999999,1.0,0.0009468505741097033,9.52193295233883e-05,0.047798858024179935,0
4,quadratic,512,,1411,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,37,32,0.6744899999999999,1.0,3.46081018447876,0.4460642449557781,230.35324478149414,0
5,quadratic,512,,657,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,38,32,0.6744899999999999,1.0,0.000949781620875001,9.874843362922547e-05,0.049891345668584115,0
6,quadratic,512,,1649,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,39,32,0.6744899999999999,1.0,3.173214673995972,0.4232904240489006,214.4482250213623,0
7,quadratic,512,,2325,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,40,32,0.6744899999999999,1.0,0.0009779233951121569,8.788677587290294e-05,0.043019351083785295,0
8,quadratic,512,,3940,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,41,32,0.6744899999999999,1.0,0.0009704312542453408,8.905034519557375e-05,0.046889754012227065,0
9,quadratic,512,,2925,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,4.0,42,32,0.6744899999999999,1.0,0.0009774863719940186,0.00011137912497360956,0.05354126635938883,0
0,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,23,22,0.6744899999999999,2.0,3.7697870731353764,0.0028245679568499327,1.558003544807434,0
1,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,24,22,0.6744899999999999,2.0,4.679876327514648,0.003071794286370277,1.6219074130058289,0
2,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,25,22,0.6744899999999999,2.0,4.992004871368408,0.006395220290869474,3.313018321990967,0
3,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,26,22,0.6744899999999999,2.0,4.4776344299316415,0.0014684490161016586,0.7040117084980011,0
4,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,27,22,0.6744899999999999,2.0,5.335331439971924,0.0008275643922388554,0.44191938638687134,0
5,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,28,22,0.6744899999999999,2.0,3.807307243347168,0.0015924584586173296,0.7962292134761809,0
6,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,29,22,0.6744899999999999,2.0,6.185844898223878,0.0015470297657884655,0.764232724905014,0
7,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,30,22,0.6744899999999999,2.0,3.752471923828125,0.0005908057501073928,0.2915601134300232,0
8,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,31,22,0.6744899999999999,2.0,3.288814067840576,0.0009874704701360317,0.4892809838056564,0
9,quadratic,512,-1.0,100014,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,1.0,32,22,0.6744899999999999,2.0,3.8221132755279537,0.0034122951328754425,1.7577396035194397,0
0,quadratic,8192,,1018,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,23,22,0.6744899999999999,1.0,0.7986153960227966,0.3058022856712341,2505.13232421875,0
1,quadratic,8192,,1029,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,24,22,0.6744899999999999,1.0,0.2883129417896271,0.3687652051448822,3020.924560546875,0
2,quadratic,8192,,1027,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,25,22,0.6744899999999999,1.0,0.7061582803726196,0.259409636259079,2125.083740234375,0
3,quadratic,8192,,1099,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,26,22,0.6744899999999999,1.0,0.20395952463150024,0.7940854430198669,6505.14794921875,0
4,quadratic,8192,,1032,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,27,22,0.6744899999999999,1.0,0.2957260012626648,0.486085832118988,3982.01513671875,0
5,quadratic,8192,,1045,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,28,22,0.6744899999999999,1.0,0.2709779441356659,0.3096361756324768,2536.53955078125,0
6,quadratic,8192,,1078,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,29,22,0.6744899999999999,1.0,0.20442646741867065,0.7766624689102173,6362.4189453125,0
7,quadratic,8192,,1074,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,30,22,0.6744899999999999,1.0,0.7872745394706726,0.29423829913139343,2410.400146484375,0
8,quadratic,8192,,1042,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,31,22,0.6744899999999999,1.0,0.39687636494636536,0.1530701071023941,1253.9503173828125,0
9,quadratic,8192,,1053,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,gd,,8.0,32,22,0.6744899999999999,1.0,0.2236287146806717,0.7044327855110168,5770.71337890625,0
0,quadratic,768,,64,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,33,32,0.6744899999999999,1.0,0.0009088030201382935,0.0002763499469438102,0.212236762046814,0
1,quadratic,768,,182,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,34,32,0.6744899999999999,1.0,0.000768642348702997,0.0004770313353219535,0.3663600645959377,0
2,quadratic,768,,49,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,35,32,0.6744899999999999,1.0,0.0006066678324714303,0.00026939433337247465,0.20689484849572184,0
3,quadratic,768,,93,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,36,32,0.6744899999999999,1.0,0.0006601375062018633,0.00022680460097035396,0.17418593261390924,0
4,quadratic,768,,51,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,37,32,0.6744899999999999,1.0,0.00059926399262622,0.00024748946270847233,0.19007190689444545,0
5,quadratic,768,,39,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,38,32,0.6744899999999999,1.0,0.0008665936184115707,0.00045381326708593406,0.34852858632802963,0
6,quadratic,768,,127,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,39,32,0.6744899999999999,1.0,0.0009711324237287043,0.00044794500718126073,0.3440217692404985,0
7,quadratic,768,,40,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,40,32,0.6744899999999999,1.0,0.0007975224289111793,0.00038649760608677747,0.2968301624059677,0
8,quadratic,768,,77,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,41,32,0.6744899999999999,1.0,0.0007510546711273491,0.00040264366543851793,0.30923033505678177,0
9,quadratic,768,,150,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,6.0,42,32,0.6744899999999999,1.0,0.0006425330648198724,0.00032245435795630334,0.24764494597911835,0
0,quadratic,3072,-1.0,570,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,23,22,0.6744899999999999,2.0,0.0009786072187125683,0.0002583378809504211,0.8002988398075104,0
1,quadratic,3072,-1.0,2355,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,24,22,0.6744899999999999,2.0,0.0009871097281575203,0.00016011342813726517,0.4832229167222977,0
2,quadratic,3072,-1.0,711,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,25,22,0.6744899999999999,2.0,0.0009094384149648248,0.00010852318155230024,0.33890940248966217,0
3,quadratic,3072,-1.0,606,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,26,22,0.6744899999999999,2.0,0.0009916101116687062,0.00030986954516265536,0.960722416639328,0
4,quadratic,3072,-1.0,1479,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,27,22,0.6744899999999999,2.0,0.0009205594542436303,0.00012843911099480465,0.40034471452236176,0
5,quadratic,3072,-1.0,327,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,28,22,0.6744899999999999,2.0,0.0009454719838686287,0.00012122210318921133,0.3712484836578369,0
6,quadratic,3072,-1.0,330,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,29,22,0.6744899999999999,2.0,0.0009150570840574801,0.00014904058480169624,0.4604664742946625,0
7,quadratic,3072,-1.0,556,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,30,22,0.6744899999999999,2.0,0.0009993535932153463,0.00040684401756152516,1.2562008500099182,0
8,quadratic,3072,-1.0,1716,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,31,22,0.6744899999999999,2.0,0.0009925138438120484,0.00011489312237245032,0.3582931011915207,0
9,quadratic,3072,-1.0,1849,mse,1e-08,0.01,0.0,10000,False,1024,1,10,100,p-sgd,True,6.0,32,22,0.6744899999999999,2.0,0.0009089384693652393,0.00016777433484094217,0.5126416385173798,0
0,quadratic,12,,8922,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,33,32,0.6744899999999999,1.0,4.347127914428712,9.998592209197064e-09,1.1992870265394492e-07,0
1,quadratic,12,,7412,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,34,32,0.6744899999999999,1.0,5.287423610687256,9.99735317818386e-09,1.1996497605181054e-07,0
2,quadratic,12,,20002,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,35,32,0.6744899999999999,1.0,4.14154863357544,9.586746035655019e-08,1.1503393797688031e-06,0
3,quadratic,12,,9374,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,36,32,0.6744899999999999,1.0,2.8787322044372563,9.99808798353314e-09,1.1997403101846356e-07,0
4,quadratic,12,,9479,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,37,32,0.6744899999999999,1.0,5.03998613357544,9.999648726339357e-09,1.1996984822237875e-07,0
5,quadratic,12,,11131,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,38,32,0.6744899999999999,1.0,5.628939151763916,9.998124128376047e-09,1.1996379045852033e-07,0
6,quadratic,12,,10062,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,39,32,0.6744899999999999,1.0,5.356353282928467,9.997714948934177e-09,1.1994507106982685e-07,0
7,quadratic,12,,10182,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,40,32,0.6744899999999999,1.0,4.3217382431030265,9.98942926140457e-09,1.1986676929619708e-07,0
8,quadratic,12,,9187,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,41,32,0.6744899999999999,1.0,5.101580619812012,9.999288075401228e-09,1.1997114509239754e-07,0
9,quadratic,12,,9500,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,0.1,42,32,0.6744899999999999,1.0,5.749934196472168,9.991028260115787e-09,1.1986408565700654e-07,0
0,quadratic,716,-1.0,200028,mse,1e-08,0.015,0.9,20000,True,1024,1,10,100,p-sgd,True,1.4,23,22,0.6744899999999999,2.0,1.965877175331116,0.009732803795486687,7.29518461227417,0
1,quadratic,716,-1.0,200028,mse,1e-08,0.015,0.9,20000,True,1024,1,10,100,p-sgd,True,1.4,24,22,0.6744899999999999,2.0,1.7453652620315552,0.003989843185991049,2.830575704574585,0
2,quadratic,716,-1.0,200028,mse,1e-08,0.015,0.9,20000,True,1024,1,10,100,p-sgd,True,1.4,25,22,0.6744899999999999,2.0,4.095208644866943,0.03712405326465765,26.255081812540695,0
3,quadratic,716,-1.0,200028,mse,1e-08,0.015,0.9,20000,True,1024,1,10,100,p-sgd,True,1.4,26,22,0.6744899999999999,2.0,2.3771486282348637,0.0031879122834652662,2.350131352742513,0
0,quadratic,448,,4434,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,23,22,0.6744899999999999,1.0,0.0009753011399880053,7.309955071832519e-05,0.0336544057354331,0
1,quadratic,448,,3556,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,24,22,0.6744899999999999,1.0,5.627747058868408,0.3666434213519096,163.76161766052246,0
2,quadratic,448,,2688,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,25,22,0.6744899999999999,1.0,0.0009659475181251763,5.032813987781992e-05,0.02245525782927871,0
3,quadratic,448,,2029,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,26,22,0.6744899999999999,1.0,4.3474321365356445,0.29150272347033024,131.11509132385254,0
4,quadratic,448,,3388,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,27,22,0.6744899999999999,1.0,4.366016864776611,0.31423870474100113,134.95657348632812,0
5,quadratic,448,,2253,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,28,22,0.6744899999999999,1.0,4.442761421203613,0.35844895243644714,159.84360694885254,0
6,quadratic,448,,3018,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,29,22,0.6744899999999999,1.0,5.6804022789001465,0.33811524137854576,150.05537033081058,0
7,quadratic,448,,1692,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,30,22,0.6744899999999999,1.0,4.05132532119751,0.2935887761414051,136.30606174468994,0
8,quadratic,448,,3541,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,31,22,0.6744899999999999,1.0,4.028839588165283,0.3089835271239281,133.80738353729248,0
9,quadratic,448,,4091,mse,1e-08,0.01,0.0,2000,False,1024,1,10,100,p-sgd,,3.5,32,22,0.6744899999999999,1.0,4.264860153198241,0.277938362210989,129.13365173339844,0
0,quadratic,1536,-1.0,5616,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,23,22,0.6744899999999999,2.0,0.0009853097144514322,1.9436828551988586e-05,0.029611778445541862,0
1,quadratic,1536,-1.0,22383,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,24,22,0.6744899999999999,2.0,0.0009609757107682525,2.875519658118719e-05,0.045404454693198204,0
2,quadratic,1536,-1.0,11450,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,25,22,0.6744899999999999,2.0,0.0009870216017588973,2.3978019271453377e-05,0.036148801445961,0
3,quadratic,1536,-1.0,10885,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,26,22,0.6744899999999999,2.0,0.0009985320502892137,3.0546165362466133e-05,0.04655235633254051,0
4,quadratic,1536,-1.0,7292,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,27,22,0.6744899999999999,2.0,0.0009596238378435373,4.359948070487008e-05,0.0654128547757864,0
5,quadratic,1536,-1.0,5382,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,28,22,0.6744899999999999,2.0,0.000982194091193378,3.172665128658991e-05,0.04868478327989578,0
6,quadratic,1536,-1.0,12863,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,29,22,0.6744899999999999,2.0,0.0009710158337838948,2.4936830413935237e-05,0.038429882377386086,0
7,quadratic,1536,-1.0,7877,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,30,22,0.6744899999999999,2.0,0.000961792771704495,2.1656132048519794e-05,0.033891847357153886,0
8,quadratic,1536,-1.0,8986,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,31,22,0.6744899999999999,2.0,0.0009992067934945226,2.695379134820541e-05,0.041508441790938384,0
9,quadratic,1536,-1.0,9654,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,3.0,32,22,0.6744899999999999,2.0,0.000986039754934609,1.9701885321410373e-05,0.02977951057255268,0
0,quadratic,384,,1927,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,33,32,0.6744899999999999,1.0,6.55784797668457,0.20070775225758555,75.54015731811523,0
1,quadratic,384,,2234,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,34,32,0.6744899999999999,1.0,0.0009818847756832838,1.563328862630442e-05,0.006237305118702352,0
2,quadratic,384,,1363,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,35,32,0.6744899999999999,1.0,6.520873546600343,0.20171791687607765,80.92549562454224,0
3,quadratic,384,,2891,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,36,32,0.6744899999999999,1.0,0.0009595311712473633,3.2929633107414695e-05,0.011645314400084315,0
4,quadratic,384,,1819,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,37,32,0.6744899999999999,1.0,0.000990823027677834,3.049195470339328e-05,0.01166062499396503,0
5,quadratic,384,,1826,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,38,32,0.6744899999999999,1.0,0.0009856348624452946,4.926539577354561e-05,0.019424080499447882,0
6,quadratic,384,,3663,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,39,32,0.6744899999999999,1.0,0.000955914380028844,3.239445300096122e-05,0.012498296913690863,0
7,quadratic,384,,1251,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,40,32,0.6744899999999999,1.0,6.963386058807372,0.17123198322951794,61.97559595108032,0
8,quadratic,384,,1921,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,41,32,0.6744899999999999,1.0,4.874125957489014,0.19862018898129466,73.87656545639037,0
9,quadratic,384,,2173,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,3.0,42,32,0.6744899999999999,1.0,0.0009631546563468874,4.983028156857472e-05,0.018780314829200503,0
0,quadratic,2048,-1.0,2284,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,23,22,0.6744899999999999,2.0,0.0009326217113994063,3.473000651865732e-05,0.07241372019052505,0
1,quadratic,2048,-1.0,4848,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,24,22,0.6744899999999999,2.0,0.0009030332439579071,5.643063923344016e-05,0.11658333986997604,0
2,quadratic,2048,-1.0,3163,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,25,22,0.6744899999999999,2.0,0.0008908137097023427,5.188929935684428e-05,0.10725517943501472,0
3,quadratic,2048,-1.0,2079,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,26,22,0.6744899999999999,2.0,0.0009923793841153383,6.174924965307582e-05,0.12673625722527504,0
4,quadratic,2048,-1.0,2886,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,27,22,0.6744899999999999,2.0,0.0008846808341331779,4.770168925460894e-05,0.10021806508302687,0
5,quadratic,2048,-1.0,5060,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,28,22,0.6744899999999999,2.0,0.0009746506693772973,5.369635073293466e-05,0.11348851025104525,0
6,quadratic,2048,-1.0,4321,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,29,22,0.6744899999999999,2.0,0.0009232027805410327,7.250419002957642e-05,0.14523134380578995,0
7,quadratic,2048,-1.0,2890,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,30,22,0.6744899999999999,2.0,0.0009923134930431843,7.14985144441016e-05,0.14292553067207334,0
8,quadratic,2048,-1.0,2421,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,31,22,0.6744899999999999,2.0,0.0009045845945365727,6.515903805848211e-05,0.13883311301469806,0
9,quadratic,2048,-1.0,5298,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,4.0,32,22,0.6744899999999999,2.0,0.0009675854234956203,5.3142170145292766e-05,0.10659859329462053,0
0,quadratic,448,,2796,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,23,22,0.6744899999999999,1.0,3.879347562789917,0.5246204473078251,235.02996444702148,0
1,quadratic,448,,2828,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,24,22,0.6744899999999999,1.0,5.120341777801514,0.6102694645524025,273.4007148742676,0
2,quadratic,448,,3247,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,25,22,0.6744899999999999,1.0,5.981194019317628,0.5280277319252491,236.55642318725586,0
3,quadratic,448,,2453,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,26,22,0.6744899999999999,1.0,4.795176029205322,0.6345949769020081,284.2985496520996,0
4,quadratic,448,,3292,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,27,22,0.6744899999999999,1.0,5.47116231918335,0.6160217076539993,275.97772026062006,0
5,quadratic,448,,1721,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,28,22,0.6744899999999999,1.0,4.6330885887146,0.6075901910662651,272.20040702819824,0
6,quadratic,448,,2962,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,29,22,0.6744899999999999,1.0,5.165783882141113,0.5896398648619652,264.15866088867193,0
7,quadratic,448,,3155,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,30,22,0.6744899999999999,1.0,4.891998767852783,0.607084758579731,271.97396850585943,0
8,quadratic,448,,3786,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,31,22,0.6744899999999999,1.0,4.368408679962158,0.5802563168108463,259.9548282623291,0
9,quadratic,448,,2921,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,sgd,,3.5,32,22,0.6744899999999999,1.0,6.543457508087157,0.5920671001076698,265.2460594177246,0
0,quadratic,768,,781,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,33,32,0.6744899999999999,1.0,0.0009882018202915788,6.553530693054199e-05,0.05200413474813104,0
1,quadratic,768,,386,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,34,32,0.6744899999999999,1.0,0.0009531827527098358,8.736933432373917e-05,0.06751963263377547,0
2,quadratic,768,,418,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,35,32,0.6744899999999999,1.0,0.0009720842353999617,0.00012110991156077944,0.09655142668634653,0
3,quadratic,768,,459,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,36,32,0.6744899999999999,1.0,0.000981336459517479,9.047292678587836e-05,0.06819833861663938,0
4,quadratic,768,,622,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,37,32,0.6744899999999999,1.0,0.0009967942023649812,6.061230078557856e-05,0.04649390373378992,0
5,quadratic,768,,823,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,38,32,0.6744899999999999,1.0,0.0009485660702921449,4.34095836681081e-05,0.03323546191677451,0
6,quadratic,768,,876,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,39,32,0.6744899999999999,1.0,0.0009801840642467141,0.00010761531393654876,0.07982328813523054,0
7,quadratic,768,,457,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,40,32,0.6744899999999999,1.0,0.0009006240870803596,7.690673828619764e-05,0.0642586350440979,0
8,quadratic,768,,575,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,41,32,0.6744899999999999,1.0,0.000978859607130289,0.00012132626761740539,0.092356251552701,0
9,quadratic,768,,762,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,6.0,42,32,0.6744899999999999,1.0,0.0009560104226693512,7.260704796863139e-05,0.05677090398967266,0
0,quadratic,1280,-1.0,6342,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,2.5,23,22,0.6744899999999999,2.0,0.0009883103193715217,1.5880581031524343e-05,0.019917162135243416,0
1,quadratic,1280,-1.0,10030,mse,1e-08,0.005,0.9,10000,True,1024,1,10,100,p-sgd,True,2.5,24,22,0.6744899999999999,2.0,0.0009810832561925056,1.7542409295856487e-05,0.02268233522772789,0
0,quadratic,704,,500,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,33,32,0.6744899999999999,1.0,0.0009782153647392988,7.504773202526849e-05,0.05251181963831186,0
1,quadratic,704,,759,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,34,32,0.6744899999999999,1.0,0.0008747994434088469,8.259272181021515e-05,0.061229812446981675,0
2,quadratic,704,,369,mse,1e-08,0.002,0.9,2000,False,1024,1,10,100,p-sgd,,5.5,35,32,0.6744899999999999,1.0,0.0009929182706400752,5.120974856254179e-05,0.036030054092407234,0
